chr1	1472090	1477273	1	1	1	0	1	4
chr1	2358716	2372480	2	2	1	0	1	7
chr1	2594894	2595275	2	2	1	0	1	7
chr1	8865483	8866278	2	2	1	0	1	7
chr1	11108287	11109289	2	2	1	0	1	4
chr1	12453900	12455997	1	1	1	0	1	3
chr1	19312359	19312728	1	1	1	0	1	6
chr1	25823749	25826301	1	1	1	0	2	3
chr1	26185187	26187167	1	1	1	0	1	7
chr1	27913216	27916113	2	6	0	1	0	16
chr1	61775335	61787753	1	1	1	1	0	7
chr1	70237553	70239438	1	1	1	0	3	7
chr1	92840640	92841765	1	1	1	0	2	11
chr1	116384843	116387287	1	1	1	0	1	5
chr1	144459484	144460842	2	2	1	0	17	5
chr1	145423432	145424779	2	2	1	0	17	5
chr1	147524970	147565592	2	4	0	1	0	14
chr1	149101380	149102728	2	2	1	0	17	5
chr1	151811435	151814573	2	2	1	1	0	4
chr1	153535361	153535948	2	2	1	3	0	4
chr1	186251087	186288202	2	2	0	0	1	14
chr1	199007430	199008393	2	2	1	1	9	5
chr1	204620219	204685319	2	2	1	2	0	23
chr1	212068328	212068598	1	1	1	1	0	11
chr1	212357285	212358685	1	1	1	0	1	3
chr1	214451975	214464629	2	2	1	0	1	5
chr1	220887779	220906408	1	1	0	0	1	12
chr1	244862731	244863616	2	2	1	2	0	3
chr2	1661038	1662071	2	2	1	0	1	3
chr2	8309883	8338843	1	1	0	0	1	12
chr2	32916346	32916474	1	1	0	0	1	40
chr2	32916346	32916487	1	1	0	11	1	25
chr2	33585698	33586561	2	2	1	0	1	7
chr2	40430305	40446414	2	2	1	0	1	4
chr2	42966086	43011119	2	2	0	1	3	13
chr2	45874915	45923164	1	1	0	1	0	12
chr2	55233418	55234118	1	3	1	0	1	7
chr2	61521903	61537782	2	2	0	0	1	13
chr2	69895215	69896435	1	1	1	0	2	5
chr2	70055911	70077300	2	2	1	0	2	7
chr2	152719025	152720532	1	1	1	1	0	4
chr2	188990361	188991003	1	1	1	1	0	3
chr2	205761503	205763789	2	2	1	0	1	3
