chr2	32916346	32916442	1	1	0	0	2	31
chr2	32916346	32916474	1	1	0	2	3	29
chr2	32916346	32916487	1	1	0	0	3	49
chr2	176992967	176993912	2	2	1	0	1	6
chr2	227347385	227352513	1	1	1	1	0	4
chr2	237360160	237361120	2	2	1	0	1	5
chr3	38454082	38454455	1	1	0	1	0	13
chr3	194709398	194718855	1	1	1	0	1	7
chr14	24073120	24073498	1	1	1	0	1	7
chr16	4474167	4474553	2	2	1	0	1	3
chr19	12225280	12226371	2	2	1	0	2	3
chr19	50409667	50413425	1	1	1	0	1	4
chr20	42352286	42448219	2	2	1	0	1	3
chr21	8218650	8259520	2	4	0	0	1	28
chr21	8401688	8442554	2	4	0	0	1	28
chrX	112809987	112811248	2	2	1	0	1	4
