chr1	43453498	43453594	2	2	1	1	0	7
chr1	95030736	95072688	1	1	0	1	0	12
chr1	236518285	236523969	1	1	1	0	1	5
chr2	32916346	32916402	1	1	0	1	0	30
chr2	32916346	32916487	1	1	0	2	0	24
chr2	172555581	172556088	2	2	1	0	1	5
chr2	237360160	237361120	2	2	1	0	3	5
chr3	184189145	184189254	1	1	1	0	7	6
chr6	100767346	100798712	2	2	1	0	1	6
chr9	19378515	19378707	2	2	1	0	1	8
chr9	104825888	104826947	2	2	1	0	5	3
chr9	121774413	121776197	1	1	1	0	1	4
chr11	637590	639432	1	1	1	0	1	3
chr11	65863503	65863599	1	1	1	0	1	8
chr14	22905222	22905335	2	2	1	0	10	7
chr15	65296121	65304747	2	2	0	0	1	14
chr17	27294436	27304779	1	1	1	0	1	3
chr17	27294436	27306781	1	1	1	0	1	3
chr17	42947788	42982916	1	1	0	0	1	19
chr17	68130323	68134098	0	0	1	16	8	4
chr19	4941629	4941744	1	1	1	0	1	4
chr19	45369148	45370535	2	2	1	0	1	3
chr19	45396647	45440249	1	1	0	0	1	12
chr19	48716744	48718973	2	2	1	0	5	4
chr21	8210801	8255009	1	1	0	0	2	13
chr21	8214940	8259111	2	2	0	0	1	20
chr21	8216420	8260649	1	1	0	0	1	17
chr21	8216636	8260861	1	1	0	0	1	23
chr21	8218650	8218723	2	4	0	0	2	17
chr21	8393836	8438046	1	1	0	0	2	13
chr21	8397974	8442146	2	2	0	0	1	20
chr21	8399454	8443689	1	1	0	0	1	17
chr21	8399670	8443901	1	1	0	0	1	23
chr21	8399973	8443377	2	2	0	1	0	12
chr21	8401688	8401762	2	4	0	0	2	17
chr21	8401785	8446016	1	1	0	0	2	16
chr21	8445920	8445993	2	4	0	0	2	17
chr22	37623597	37657958	2	2	0	1	1	12
