chr1	628224	628918	2	2	1	0	1	6
chr1	1040881	1041172	1	1	1	2	0	11
chr1	1060394	1065948	1	1	1	0	1	7
chr1	1455917	1456224	1	1	1	0	1	3
chr1	1486236	1486543	1	1	1	0	1	3
chr1	1523965	1524272	1	1	1	0	1	3
chr1	1616615	1623388	1	1	1	0	1	9
chr1	1616615	1623430	1	1	1	0	1	9
chr1	1970817	1971979	2	2	1	0	1	3
chr1	2025055	2025333	1	1	1	0	1	3
chr1	5875033	5919625	1	1	0	0	1	12
chr1	6244447	6244547	1	1	1	1	0	8
chr1	6419703	6419775	2	2	1	1	2	9
chr1	6470644	6470734	2	2	1	0	1	5
chr1	8469026	8508546	1	1	0	0	1	12
chr1	8865483	8866278	2	2	1	0	1	7
chr1	8870511	8871890	2	2	1	0	1	4
chr1	8871987	8874823	2	2	1	2	0	14
chr1	8874918	8878579	2	2	1	2	0	6
chr1	10161287	10168135	1	1	1	2	0	15
chr1	11134467	11139303	2	2	1	0	1	4
chr1	11680472	11680561	2	2	1	1	0	21
chr1	11747546	11748414	1	1	1	2	0	5
chr1	11800323	11801160	2	2	1	0	1	7
chr1	15467539	15476456	1	1	1	0	1	4
chr1	16506476	16514153	2	2	0	0	1	17
chr1	16514150	16666816	2	2	0	0	6	28
chr1	16514200	16666860	1	1	0	0	4	15
chr1	16659138	16666816	2	2	0	0	1	17
chr1	16666925	16680744	1	1	0	0	2	14
chr1	16740553	16740620	2	6	0	0	2	29
chr1	16740604	16896065	2	2	0	0	4	15
chr1	16740648	16748327	1	1	0	0	1	17
chr1	16740648	16896115	1	1	0	0	6	28
chr1	16896017	16896084	2	6	0	0	2	29
chr1	16977199	16978236	2	2	1	1	0	8
chr1	17105062	17119279	2	2	1	0	2	6
chr1	17413718	17416479	2	2	1	1	0	9
chr1	18874582	18875381	2	2	1	0	1	6
chr1	19110465	19110741	2	2	1	1	0	3
chr1	20243545	20244295	1	1	1	0	1	5
chr1	20654708	20655439	2	2	1	1	0	7
chr1	20660992	20661196	2	2	1	1	0	6
chr1	21256139	21257524	2	2	1	1	0	13
chr1	21890486	21890584	2	2	1	2	0	11
chr1	22025644	22027413	1	1	1	1	2	5
chr1	23030635	23050386	1	1	1	1	0	9
chr1	25801161	25802015	1	1	1	0	4	5
chr1	26474136	26474571	1	1	1	0	2	4
chr1	26536970	26546866	1	1	1	0	1	3
chr1	26761097	26761383	1	1	1	0	1	5
chr1	27356501	27356589	2	2	1	3	1	8
chr1	28506085	28508127	1	1	1	2	0	5
chr1	28507454	28508707	1	1	0	2	0	18
chr1	28507458	28508563	2	2	0	1	0	18
chr1	28507511	28508705	2	2	0	1	0	15
chr1	28507526	28508717	1	1	0	0	2	35
chr1	28507542	28508733	2	2	0	0	2	26
chr1	29084123	29097806	1	1	1	0	1	4
chr1	29121849	29123855	2	2	1	0	9	4
chr1	32039574	32042526	1	1	1	1	0	10
chr1	32204046	32204232	1	1	1	0	1	7
chr1	37978828	37978987	2	2	1	1	1	12
chr1	39547635	39548669	2	2	1	0	1	3
chr1	39691171	39691305	2	2	1	0	1	9
chr1	42683467	42693489	1	1	1	0	1	16
chr1	42816581	42817189	2	2	1	0	1	3
chr1	42943322	42958633	2	2	1	2	0	16
chr1	43109005	43151748	1	3	0	0	1	12
chr1	43386999	43387502	2	2	1	0	1	6
chr1	43453498	43453594	2	2	1	5	1	8
chr1	43934261	43935654	1	1	1	0	1	6
chr1	44213859	44214349	1	1	1	1	0	12
chr1	45015007	45015336	1	1	1	0	1	5
chr1	46810950	46812176	1	1	1	0	2	4
chr1	52526374	52552930	2	2	1	1	0	22
chr1	53264397	53266472	2	2	1	0	4	4
chr1	55040045	55043842	1	1	1	0	2	11
chr1	64677012	64678158	1	1	1	1	0	16
chr1	64847676	64850803	2	2	1	2	0	18
chr1	77780193	77783237	1	1	1	2	2	10
chr1	84656006	84656347	2	2	1	0	1	12
chr1	88828624	88832743	1	1	1	0	1	3
chr1	92522692	92532079	2	2	0	1	0	12
chr1	92833459	92833544	1	1	1	0	3	5
chr1	102914812	102915630	2	2	1	0	1	9
chr1	109100254	109100328	1	1	0	2	0	29
chr1	109628835	109629102	2	2	1	0	1	8
chr1	111697498	111703335	1	1	1	1	0	4
chr1	116384843	116387287	1	1	1	1	0	5
chr1	120415305	120419849	1	1	1	0	1	4
chr1	120493302	120494233	2	2	1	0	1	11
chr1	143699484	143729435	2	2	0	0	2	29
chr1	143699484	143729438	2	2	0	0	6	28
chr1	144545858	144551810	2	2	0	0	1	17
chr1	144545858	144560697	2	2	0	0	1	17
chr1	144551857	144560741	1	1	0	0	4	15
chr1	144551872	144560759	1	1	0	0	1	21
chr1	145465695	145465733	1	1	0	1	0	15
chr1	146376844	146376911	2	6	0	0	2	29
chr1	146376939	146388126	1	1	0	0	1	17
