chr1	6193052	6197651	2	2	0	0	1	16
chr1	6193055	6197651	2	2	1	0	1	2
chr1	6197757	6199561	2	2	1	0	1	4
chr1	6616859	6619802	1	1	1	0	1	4
chr1	16740553	16740620	2	6	0	0	2	29
chr1	16896017	16896084	2	6	0	0	2	29
chr1	18874582	18875381	2	2	1	0	1	6
chr1	21841286	21841538	2	2	1	2	0	5
chr1	22025644	22027413	1	1	1	0	4	5
chr1	23694792	23695797	1	1	1	1	0	20
chr1	25801161	25802015	1	1	1	0	1	4
chr1	25801161	25805141	1	1	1	0	1	4
chr1	26773899	26774328	1	1	1	0	1	3
chr1	28507458	28508563	2	2	0	1	0	18
chr1	39565379	39567356	2	2	1	0	1	3
chr1	39565379	39567750	2	2	1	0	1	3
chr1	41628948	41662133	2	2	1	1	0	10
chr1	43975108	43975799	1	1	1	2	0	13
chr1	86903449	86914027	2	2	1	1	0	6
chr1	108962470	108963360	2	2	1	0	1	6
chr1	113738269	113738729	2	2	1	0	1	4
chr1	116403976	116404415	1	1	1	1	0	5
chr1	143699484	143729441	2	2	0	0	1	15
chr1	143699506	143720621	1	1	0	1	0	15
chr1	146376844	146376911	2	6	0	0	2	29
chr1	155057363	155057636	1	1	1	1	0	6
chr1	156317548	156318867	2	2	1	1	0	6
chr1	156724349	156726905	2	2	1	0	1	3
chr1	161157694	161158120	1	1	1	1	0	7
chr1	161314426	161323613	1	1	1	0	1	3
chr1	182390853	182391174	2	2	1	0	1	5
chr1	225406833	225410290	2	2	1	1	0	8
chr1	227734817	227735011	2	2	1	2	0	12
chr2	8145091	8338843	1	1	0	6	4	12
chr2	9630535	9630940	2	2	1	1	0	20
chr2	10787440	10788696	2	2	1	1	0	17
chr2	19346749	19347987	2	2	1	0	1	4
chr2	27223749	27223916	1	1	1	1	0	9
chr2	27640126	27641239	1	1	1	1	0	5
chr2	31050894	31080177	2	2	0	0	1	13
chr2	32916240	32916487	1	1	0	0	1	25
chr2	32916346	32916402	1	1	0	0	1	37
chr2	32916346	32916487	1	1	0	16	1	37
chr2	42966086	43011119	2	2	0	0	4	13
chr2	45874915	45923164	1	1	0	1	0	12
chr2	61538130	61538150	1	3	0	1	0	27
chr2	69181882	69182492	1	1	1	1	0	12
chr2	71073595	71075561	1	1	1	0	1	5
chr2	84822101	84823952	2	2	1	1	0	4
chr2	86116599	86117054	1	1	1	1	0	7
chr2	98823538	98826974	2	2	1	0	1	5
chr2	102172839	102174586	1	1	1	0	1	6
chr2	128160592	128161137	1	1	1	1	0	6
chr2	143033322	143040427	1	1	1	0	9	3
chr2	143847949	143856696	1	1	0	0	1	12
